id,number,type,price
68116,640087,standard,4103
68117,488686,econom,9080
68118,546705,standard,11529
68119,382862,econom,12403
68120,486670,standard,11364
68121,174808,standard,12579
68122,95154,luxe,14299
68123,727512,standard,13993
68124,21584,econom,7379
68125,828928,econom,6960
68126,427275,standard,2414
68127,998462,standard,9839
68128,811566,standard,7506
68129,869299,econom,14308
68130,499711,standard,16887
68131,462059,standard,8137
68132,942673,luxe,3581
68133,193909,luxe,8141
68134,349703,econom,4592
68135,332368,luxe,5733
68136,535418,standard,10240
68137,97594,luxe,5361
68138,628871,standard,16579
68139,404441,econom,18076
68140,41886,econom,12543
68141,946448,luxe,3460
68142,386968,econom,15965
68143,725603,standard,3799
68144,432604,econom,17058
68145,845422,econom,12603
68146,939775,standard,2605
68147,141673,luxe,14393
68148,317357,econom,7557
68149,523783,standard,13959
68150,711631,econom,17043
68151,14176,econom,1344
68152,966277,standard,3761
68153,384659,econom,17279
68154,730589,standard,1942
68155,628749,econom,10359
68156,552466,luxe,13918
68157,302775,luxe,16454
68158,765305,econom,3879
68159,135839,luxe,4181
68160,852672,luxe,19538
68161,343446,luxe,18759
68162,859410,standard,19749
68163,291710,standard,11513
68164,949747,econom,19012
68165,379763,econom,13500
68166,628124,econom,16239
68167,138328,luxe,15784
68168,466513,luxe,4814
68169,619488,econom,7697
68170,152611,luxe,14291
68171,394149,luxe,19897
68172,816652,standard,16466
68173,383587,standard,19500
68174,465893,standard,18652
68175,356504,luxe,19428
68176,948107,luxe,14225
68177,200843,econom,17744
68178,586604,econom,5636
68179,675972,econom,11300
68180,86971,econom,4760
68181,236135,standard,9518
68182,384494,standard,5063
68183,246915,standard,8570
68184,528620,standard,18464
68185,714567,econom,1693
68186,153744,standard,7701
68187,858653,econom,14282
68188,675046,econom,14068
68189,530299,luxe,12948
68190,330451,econom,19124
68191,364429,standard,17009
68192,120146,luxe,19309
68193,799256,standard,18432
68194,598514,econom,16261
68195,513751,econom,8021
68196,978746,econom,10472
68197,612441,luxe,12649
68198,216259,standard,1078
68199,787390,luxe,6237
68200,760918,econom,11533
68201,737830,luxe,5544
68202,278587,luxe,3543
68203,705742,econom,14244
68204,972095,standard,7845
68205,691347,standard,1743
68206,588361,standard,13268
68207,162643,econom,13803
68208,514894,luxe,6811
68209,450247,econom,2143
68210,780887,standard,1035
68211,329166,econom,16305
68212,176642,econom,19953
68213,817587,luxe,4570
68214,604943,luxe,19543
68215,656114,standard,18303
68216,239528,standard,10593
68217,373573,standard,11695
68218,264653,standard,19732
68219,985047,econom,4036
68220,864395,luxe,14472
68221,104515,econom,17312
68222,566907,luxe,12939
68223,243648,econom,9348
68224,902074,luxe,4882
68225,519449,luxe,7982
68226,511739,econom,6513
68227,205081,econom,3553
68228,451918,standard,7030
68229,383683,standard,17453
68230,671728,standard,6879
68231,634621,standard,18056
68232,46101,econom,17896
68233,36084,standard,3879
68234,609351,luxe,8696
68235,675352,standard,13627
68236,480188,luxe,14679
68237,407743,econom,14838
68238,259018,standard,18937
68239,749228,econom,2045
68240,883516,luxe,12213
68241,36841,econom,5549
68242,602183,standard,18081
68243,74109,luxe,3632
68244,437478,econom,9797
68245,687317,standard,7724
68246,263882,standard,8740
68247,708822,standard,15754
68248,413468,luxe,8731
68249,697004,econom,14529
68250,345501,luxe,1573
68251,243916,econom,1091
68252,66072,standard,3720
68253,201462,econom,3907
68254,591870,standard,9088
68255,832456,luxe,5169
68256,607395,standard,19015
68257,513076,luxe,5002
68258,654544,luxe,4388
68259,825355,econom,2655
68260,243231,econom,18966
68261,429720,standard,10143
68262,949321,luxe,15401
68263,964400,luxe,15224
68264,341010,econom,18723
68265,721308,luxe,13025
68266,381030,luxe,11037
68267,858835,luxe,9106
68268,609680,standard,4583
68269,889392,econom,12709
68270,177111,standard,16355
68271,216372,standard,9549
68272,745117,standard,14363
68273,106456,luxe,3010
68274,97175,standard,13460
68275,198532,econom,7535
68276,51520,econom,5349
68277,133820,luxe,3189
68278,25239,standard,16578
68279,91067,luxe,9206
68280,127707,standard,17989
68281,404045,econom,18712
68282,792982,econom,5017
68283,219641,standard,16221
68284,421716,econom,18451
68285,55778,luxe,1093
68286,5757,econom,18992
68287,339684,luxe,16161
68288,550972,econom,16248
68289,257681,luxe,14517
68290,848298,econom,2706
68291,178955,standard,2761
68292,970565,luxe,5505
68293,701064,luxe,8947
68294,11734,econom,12509
68295,101677,standard,11850
68296,722414,econom,13457
68297,39548,luxe,6921
68298,50658,luxe,14578
68299,466209,standard,4798
68300,320007,econom,15254
68301,636630,standard,19036
68302,702410,econom,9580
68303,935681,econom,1302
68304,228695,luxe,14897
68305,839097,standard,8639
68306,556219,econom,5169
68307,265495,standard,2456
68308,871835,econom,15553
68309,858721,standard,5029
68310,298768,standard,15941
68311,690924,econom,11524
68312,311159,econom,10827
68313,335603,econom,11443
68314,160463,econom,9470
68315,669579,luxe,7366
68316,17312,luxe,1292
68317,710772,econom,14211
68318,280613,standard,1282
68319,860757,standard,6894
68320,42962,standard,17370
68321,160681,standard,7723
68322,828850,standard,6230
68323,934838,econom,10431
68324,91230,standard,5958
68325,410590,luxe,5096
68326,841137,standard,11385
68327,880101,luxe,12095
68328,357704,econom,19725
68329,868606,luxe,19402
68330,903929,standard,14956
68331,52307,econom,17085
68332,252246,luxe,12262
68333,522492,econom,11680
68334,822084,luxe,12407
68335,54531,standard,8246
68336,693351,standard,17194
68337,369010,standard,14303
68338,681711,standard,3691
68339,327684,luxe,14780
68340,180733,econom,9006
68341,202477,standard,1711
68342,108926,econom,1387
68343,757884,standard,18943
68344,74320,luxe,5393
68345,561300,standard,7142
68346,704788,standard,6206
68347,103918,standard,12893
68348,179595,standard,19517
68349,698404,luxe,18883
68350,84746,econom,7722
68351,646001,standard,5400
68352,946126,standard,2602
68353,516216,standard,12010
68354,56436,luxe,5999
68355,204540,standard,6311
68356,358512,econom,9118
68357,112223,luxe,9089
68358,994341,luxe,17199
68359,169059,standard,13510
68360,885158,luxe,10181
68361,411363,standard,9828
68362,315018,standard,5475
68363,150398,econom,18872
68364,197898,standard,18775
68365,914873,luxe,16552
68366,140428,luxe,14375
68367,643358,luxe,9011
68368,614416,econom,11377
68369,574070,luxe,3600
68370,66747,econom,15114
68371,784661,standard,13821
68372,293353,standard,4662
68373,230789,econom,5832
68374,469372,luxe,10773
68375,749265,standard,19153
68376,68190,standard,9898
68377,507947,standard,11128
68378,283988,luxe,9438
68379,915115,econom,7461
68380,614719,luxe,9510
68381,257414,econom,10393
68382,279372,standard,1780
68383,537355,standard,8977
68384,33386,standard,9032
68385,157290,econom,19462
68386,211812,standard,7001
68387,50995,econom,7158
68388,497981,luxe,15641
68389,603532,luxe,12789
68390,511737,standard,2894
68391,653399,standard,2137
68392,468142,econom,12406
68393,379354,econom,15053
68394,98985,luxe,13776
68395,47599,luxe,12564
68396,111490,standard,7644
68397,162982,luxe,11104
68398,909069,econom,9968
68399,756089,luxe,14125
68400,155850,standard,9838
68401,935094,econom,18270
68402,198124,luxe,2995
68403,453534,econom,11881
68404,369269,standard,18237
68405,249010,standard,12850
68406,360033,luxe,15330
68407,94466,econom,5006
68408,799224,luxe,15413
68409,708090,econom,4772
68410,722843,econom,18548
68411,319546,standard,14915
68412,224428,standard,12952
68413,629921,luxe,17891
68414,758065,luxe,19083
68415,698828,luxe,8596
68416,489799,luxe,6341
68417,468230,standard,19067
68418,278987,luxe,1264
68419,74858,econom,8547
68420,692234,luxe,16559
68421,283754,econom,5500
68422,971163,standard,5397
68423,739418,standard,8024
68424,316483,econom,18295
68425,141118,luxe,17196
68426,151312,standard,19784
68427,125975,standard,11378
68428,677049,standard,19246
68429,782842,standard,2778
68430,600499,econom,11717
68431,553240,luxe,4714
68432,985780,standard,4830
68433,780319,standard,6023
68434,861963,standard,8664
68435,877165,econom,16404
68436,386492,luxe,4320
68437,275158,standard,10594
68438,212597,luxe,10581
68439,889569,luxe,14637
68440,914526,econom,12828
68441,945111,econom,6779
68442,81216,econom,19290
68443,784403,standard,14990
68444,560751,econom,19238
68445,372010,standard,6801
68446,15632,luxe,6034
68447,606368,luxe,7299
68448,948811,luxe,5971
68449,809306,econom,16033
68450,525584,standard,1664
68451,146920,econom,15365
68452,113659,econom,10779
68453,857063,luxe,5813
68454,210899,econom,18267
68455,312335,standard,13752
68456,15016,luxe,2871
68457,318846,luxe,13242
68458,745875,econom,14840
68459,958764,luxe,10375
68460,53201,econom,14499
68461,643506,econom,19152
68462,1608,standard,4981
68463,120325,econom,11274
68464,711995,econom,12958
68465,18025,standard,10974
68466,229747,luxe,10029
68467,292939,econom,18186
68468,702982,standard,17573
68469,552852,econom,6151
68470,732551,econom,18741
68471,80794,luxe,7991
68472,527176,standard,8609
68473,450303,econom,9271
68474,775866,econom,16308
68475,426051,standard,13757
68476,771626,standard,6027
68477,9850,econom,15903
68478,275045,standard,15192
68479,50766,luxe,2007
68480,411957,luxe,9842
68481,895936,luxe,1361
68482,171163,luxe,18820
68483,160534,luxe,2904
68484,855177,standard,8365
68485,985663,econom,18799
68486,316554,luxe,14333
68487,712846,econom,13379
68488,796012,luxe,10435
68489,114802,econom,10677
68490,597112,econom,5056
68491,383702,luxe,9973
68492,149782,standard,3869
68493,791453,luxe,7357
68494,902238,luxe,12685
68495,213969,standard,18712
68496,687183,econom,17505
68497,9473,standard,17130
68498,367447,econom,3174
68499,788415,luxe,9102
68500,996868,luxe,6200
68501,243177,standard,2397
68502,535153,standard,14328
68503,363791,standard,12383
68504,391097,luxe,13701
68505,454464,standard,8183
68506,297893,econom,17176
68507,285981,standard,13578
68508,806618,econom,13671
68509,310875,luxe,3055
68510,935302,luxe,12587
68511,78006,standard,2561
68512,544547,standard,8117
68513,94044,luxe,8937
68514,973193,econom,8790
68515,425856,standard,14008
68516,69600,econom,9871
68517,143607,standard,16666
68518,195571,econom,5148
68519,751310,econom,3864
68520,449492,luxe,5245
68521,237956,standard,10305
68522,446288,econom,6417
68523,626302,econom,10786
68524,181980,econom,11557
68525,858768,standard,4625
68526,716660,standard,8074
68527,58373,econom,9031
68528,728255,luxe,1446
68529,204713,standard,10753
68530,678789,econom,15310
68531,999564,luxe,8982
68532,692079,standard,19718
68533,9077,luxe,7098
68534,675258,econom,6095
68535,464686,luxe,11425
68536,764031,econom,7339
68537,625226,standard,14048
68538,991646,luxe,5224
68539,660645,luxe,14729
68540,665769,econom,4467
68541,427039,standard,11248
68542,806998,econom,5633
68543,898347,standard,4748
68544,234874,luxe,6215
68545,93709,standard,7486
68546,485141,econom,16181
68547,379670,luxe,8253
68548,861038,luxe,4553
68549,226900,luxe,6075
68550,589621,econom,12247
68551,574551,luxe,8460
68552,36224,econom,13482
68553,465656,econom,9585
68554,507184,econom,14089
68555,267479,standard,8460
68556,870121,luxe,1804
68557,208566,standard,10520
68558,64885,luxe,9163
68559,357636,econom,1571
68560,670627,standard,18086
68561,319261,standard,6259
68562,952088,standard,7396
68563,841088,econom,13169
68564,406737,econom,7569
68565,706195,econom,4705
68566,160979,standard,16448
68567,398297,luxe,1978
68568,595609,luxe,11058
68569,622815,luxe,15104
68570,702805,econom,7974
68571,181389,luxe,15522
68572,40519,standard,18363
68573,240837,standard,10463
68574,602264,luxe,6654
68575,62221,econom,7002
68576,378962,standard,2046
68577,488149,standard,1779
68578,109189,econom,3952
68579,285040,econom,19508
68580,677099,standard,3242
68581,139868,luxe,19346
68582,396711,standard,7815
68583,994973,standard,8656
68584,271081,standard,15843
68585,616849,econom,9854
68586,663622,luxe,17487
68587,368124,standard,14642
68588,764142,econom,1744
68589,268187,econom,11326
68590,267659,luxe,10516
68591,255693,standard,9377
68592,62586,standard,16886
68593,883004,econom,9195
68594,790891,luxe,12169
68595,242597,luxe,3707
68596,387399,luxe,8957
68597,535642,luxe,18096
68598,395140,standard,3656
68599,296828,econom,7621
68600,178588,luxe,16833
68601,817113,luxe,9429
68602,99789,luxe,8316
68603,271584,standard,11519
68604,774047,luxe,13378
68605,876894,econom,15664
68606,993772,standard,16326
68607,230662,luxe,4640
68608,671747,standard,19410
68609,138039,standard,18216
68610,47121,standard,9533
68611,98698,luxe,2899
68612,897669,luxe,8689
68613,851211,econom,14640
68614,632051,econom,15933
68615,114892,econom,18107
68616,640710,luxe,13393
68617,84056,standard,10376
68618,759671,econom,11173
68619,204466,luxe,9669
68620,925352,luxe,15395
68621,143245,econom,3689
68622,656635,standard,9513
68623,962339,standard,12252
68624,529340,econom,1261
68625,87398,luxe,12798
68626,584351,standard,15253
68627,752963,standard,15920
68628,589725,econom,14342
68629,705274,econom,17332
68630,508581,standard,10359
68631,931588,standard,9895
68632,504911,standard,7511
68633,617767,econom,3579
68634,541553,econom,8600
68635,921563,econom,12836
68636,870633,luxe,9214
68637,201599,econom,10749
68638,450372,econom,13202
68639,884724,econom,5460
68640,838406,luxe,11136
68641,820852,luxe,18601
68642,335108,econom,5509
68643,502044,luxe,11740
68644,644594,standard,6912
68645,159359,luxe,14178
68646,458087,luxe,9207
68647,663179,econom,17270
68648,690991,luxe,17770
68649,102747,standard,10975
68650,832373,standard,4068
68651,266349,standard,10351
68652,663316,standard,2794
68653,484587,standard,18008
68654,932759,econom,12644
68655,24579,luxe,1719
68656,405123,econom,4437
68657,149321,econom,5948
68658,806332,standard,12628
68659,567661,luxe,7634
68660,355424,econom,8688
68661,769910,luxe,19688
68662,653234,standard,19073
68663,521126,luxe,8261
68664,465931,standard,1544
68665,390558,econom,1870
68666,668267,luxe,9212
68667,631394,luxe,18319
68668,76558,luxe,14153
68669,351052,econom,12180
68670,352892,luxe,5095
68671,102191,standard,8440
68672,189065,econom,13894
68673,362389,standard,2014
68674,777361,standard,17954
68675,387770,econom,6953
68676,674161,econom,18081
68677,27275,luxe,19994
68678,14991,econom,13421
68679,968992,standard,13286
68680,202569,standard,8355
68681,535706,luxe,6238
68682,224481,luxe,13121
68683,691115,luxe,10010
68684,410913,standard,7820
68685,850357,luxe,5714
68686,482530,luxe,7614
68687,448476,luxe,3143
68688,375544,econom,10341
68689,75940,econom,5640
68690,455524,luxe,3510
68691,351061,econom,16381
68692,986611,econom,13232
68693,511333,standard,17491
68694,203003,luxe,9793
68695,806806,luxe,1029
68696,983301,standard,9735
68697,72240,econom,9291
68698,865019,luxe,2396
68699,26546,econom,7789
68700,848267,luxe,2902
68701,501199,econom,6974
68702,73851,luxe,13565
68703,141196,luxe,15588
68704,945655,standard,15854
68705,503176,econom,9863
68706,21533,econom,10009
68707,350925,standard,16955
68708,897647,luxe,5388
68709,718807,luxe,7427
68710,877519,luxe,5162
68711,422775,luxe,10154
68712,884581,econom,9034
68713,546296,econom,16588
68714,693873,econom,1782
68715,798822,luxe,10812
68716,29347,luxe,19117
68717,152929,luxe,12367
68718,437192,econom,11875
68719,485071,luxe,9293
68720,18451,econom,7944
68721,935713,standard,14588
68722,603086,standard,13292
68723,742619,luxe,5082
68724,638151,luxe,11070
68725,504252,luxe,5699
68726,566177,econom,6165
68727,260950,luxe,9337
68728,169952,standard,4355
68729,445635,luxe,18192
68730,106827,econom,17271
68731,177908,econom,5848
68732,916596,luxe,2222
68733,767254,standard,2922
68734,918108,econom,16409
68735,521648,luxe,9129
68736,447870,luxe,15153
68737,189975,luxe,9342
68738,245360,standard,11389
68739,124908,standard,1274
68740,487560,standard,16164
68741,849993,luxe,10846
68742,857265,luxe,13476
68743,483541,standard,1673
68744,314823,standard,16634
68745,71019,econom,8195
68746,980978,luxe,13932
68747,365951,luxe,3871
68748,195261,econom,17652
68749,425300,luxe,14256
68750,858670,econom,11375
68751,376201,standard,13648
68752,684385,econom,10102
68753,593603,luxe,19378
68754,326598,luxe,11349
68755,167649,standard,1182
68756,940154,econom,12891
68757,547314,standard,1338
68758,78750,econom,8511
68759,117476,econom,14265
68760,990137,econom,6674
68761,627311,luxe,8472
68762,956268,luxe,3962
68763,979106,econom,19649
68764,488763,standard,9025
68765,55615,econom,9255
68766,969761,luxe,15846
68767,135761,luxe,8132
68768,373003,econom,8777
68769,395020,luxe,7739
68770,101509,standard,11110
68771,416216,econom,15398
68772,793461,luxe,12726
68773,137578,luxe,15821
68774,936829,standard,8912
68775,284177,standard,9367
68776,417384,luxe,6261
68777,499321,econom,15344
68778,46433,standard,2835
68779,225607,econom,9557
68780,819577,luxe,16800
68781,913295,luxe,8545
68782,251060,luxe,7168
68783,154144,econom,15027
68784,133798,luxe,11875
68785,488977,econom,12990
68786,248925,econom,11194
68787,206725,econom,5502
68788,111494,standard,12568
68789,96536,econom,1260
68790,810708,standard,12528
68791,103803,luxe,8170
68792,472081,standard,15628
68793,750543,econom,16616
68794,569919,standard,2417
68795,949971,standard,8958
68796,813250,standard,9165
68797,725305,standard,8951
68798,779709,standard,19533
68799,745676,standard,19020
68800,474252,econom,6067
68801,764943,econom,15709
68802,132029,standard,1972
68803,346806,luxe,4257
68804,780929,econom,10134
68805,813829,econom,8763
68806,606473,econom,8059
68807,948007,econom,16457
68808,900759,standard,5511
68809,576063,luxe,2465
68810,232324,econom,17296
68811,372217,standard,2802
68812,992024,standard,17853
68813,586526,standard,5850
68814,701962,luxe,8857
68815,561482,luxe,14739
68816,84224,luxe,19907
68817,862600,standard,9325
68818,941386,luxe,7752
68819,144499,luxe,4478
68820,797054,luxe,1186
68821,614551,luxe,4908
68822,780913,luxe,18400
68823,618453,econom,8321
68824,913352,luxe,5377
68825,91931,standard,9038
68826,632225,econom,1235
68827,595674,econom,12459
68828,971214,standard,1718
68829,285768,econom,10452
68830,191428,econom,19012
68831,112761,luxe,11853
68832,362911,econom,5373
68833,343930,standard,3597
68834,486672,standard,9280
68835,295833,econom,10684
68836,233143,standard,15724
68837,770722,standard,12518
68838,330647,luxe,5481
68839,837154,econom,4370
68840,664231,luxe,4174
68841,85680,luxe,17997
68842,365373,luxe,18812
68843,526631,luxe,4946
68844,206315,luxe,10959
68845,439158,standard,1047
68846,143804,standard,12682
68847,286098,standard,18138
68848,586298,standard,2162
68849,893043,luxe,3725
68850,992839,econom,11874
68851,268902,econom,14349
68852,594201,econom,17604
68853,500417,standard,11132
68854,603396,luxe,15834
68855,370839,standard,6459
68856,807677,luxe,1318
68857,367381,econom,9322
68858,358919,luxe,11687
68859,261725,standard,19761
68860,620091,standard,14368
68861,180841,luxe,7293
68862,249835,luxe,10787
68863,401133,econom,18594
68864,403776,luxe,16511
68865,434362,luxe,18768
68866,406818,standard,15868
68867,664393,luxe,10351
68868,625589,econom,1052
68869,710721,standard,2639
68870,1378,econom,2884
68871,120352,luxe,10969
68872,262760,luxe,15469
68873,407734,econom,10853
68874,588611,standard,15603
68875,919174,luxe,2771
68876,297917,standard,14132
68877,896742,econom,11736
68878,196685,luxe,13926
68879,254581,standard,12852
68880,140325,econom,2002
68881,925013,luxe,11894
68882,153198,luxe,11131
68883,379602,econom,7414
68884,927768,luxe,8805
68885,972653,luxe,10320
68886,571643,econom,18159
68887,530879,econom,4022
68888,495568,luxe,6727
68889,538347,luxe,18591
68890,51798,standard,18781
68891,594741,luxe,3591
68892,972263,luxe,14845
68893,530012,luxe,1913
68894,882633,standard,18153
68895,932287,luxe,19343
68896,407329,standard,17270
68897,156673,standard,7208
68898,185812,econom,9790
68899,338115,econom,1230
68900,925286,econom,4023
68901,431757,luxe,2801
68902,238579,standard,10335
68903,193204,luxe,3200
68904,156551,econom,6646
68905,5776,standard,3063
68906,192365,econom,13189
68907,718731,standard,9123
68908,505793,econom,10116
68909,105462,luxe,1376
68910,179322,standard,15532
68911,594117,econom,13686
68912,80412,econom,11402
68913,189721,econom,17508
68914,836091,standard,6149
68915,484859,luxe,15717
68916,491114,standard,15815
68917,802054,luxe,14464
68918,870830,luxe,13271
68919,99222,luxe,12198
68920,880529,standard,14671
68921,295034,econom,4152
68922,942427,standard,13311
68923,790203,standard,17631
68924,763693,standard,15234
68925,18525,luxe,3548
68926,255199,standard,1394
68927,914414,econom,19157
68928,76484,standard,17822
68929,245935,standard,14228
68930,497431,econom,15767
68931,212739,econom,16727
68932,481283,standard,12347
68933,519557,luxe,11090
68934,107871,luxe,4569
68935,521385,standard,6970
68936,575070,econom,14218
68937,612288,econom,3576
68938,727545,standard,8404
68939,961898,luxe,13907
68940,579506,econom,2192
68941,586775,standard,19187
68942,473027,luxe,5478
68943,607195,standard,2934
68944,612018,luxe,17316
68945,597700,econom,12851
68946,480443,standard,12638
68947,438620,luxe,19316
68948,839290,luxe,2576
68949,434705,econom,5818
68950,805570,econom,11087
68951,150278,luxe,16989
68952,573044,econom,17933
68953,447830,econom,6798
68954,261018,luxe,6744
68955,760466,standard,15347
68956,655793,econom,13839
68957,438410,econom,9121
68958,254286,econom,2380
68959,233688,standard,10100
68960,273169,luxe,17343
68961,199244,standard,13179
68962,417303,luxe,9052
68963,639674,econom,8365
68964,471814,econom,7460
68965,909196,luxe,14388
68966,631969,standard,12673
68967,612003,standard,14744
68968,103661,econom,19020
68969,878199,standard,3734
68970,262561,luxe,6966
68971,198854,luxe,12990
68972,914656,standard,15068
68973,887087,luxe,8120
68974,929826,luxe,9932
68975,270453,econom,1905
68976,237003,luxe,10230
68977,213947,luxe,3335
68978,449532,luxe,11815
68979,532745,standard,19959
68980,823592,econom,19985
68981,9466,standard,18811
68982,396856,standard,13661
68983,795632,standard,12119
68984,115028,econom,8935
68985,998643,luxe,8669
68986,144893,luxe,14522
68987,546338,econom,5140
68988,180717,standard,6272
68989,904824,standard,15566
68990,996237,standard,10930
68991,685340,econom,9793
68992,938736,luxe,1639
68993,410732,luxe,4180
68994,803986,luxe,6964
68995,129057,luxe,11190
68996,755908,econom,11423
68997,66731,econom,1762
68998,664562,econom,1224
68999,760640,standard,19328
69000,145687,standard,3451
69001,386592,luxe,14358
69002,179838,luxe,1889
69003,618153,standard,5626
69004,364505,standard,18668
69005,958786,standard,3863
69006,532883,standard,8357
69007,762669,standard,11138
69008,30944,econom,14518
69009,87156,luxe,8770
69010,782416,luxe,3328
69011,568159,standard,9821
69012,906467,luxe,2159
69013,592021,econom,3418
69014,31300,standard,10508
69015,444008,standard,14454
69016,587242,standard,6701
69017,759698,standard,19619
69018,200099,econom,7784
69019,290191,standard,1763
69020,112290,luxe,2673
69021,230802,luxe,18842
69022,842817,econom,15567
69023,683569,luxe,3556
69024,689445,luxe,4405
69025,150077,econom,6931
69026,193191,luxe,10404
69027,453146,standard,10153
69028,18345,econom,10509
69029,137412,econom,2652
69030,109243,econom,9149
69031,713024,standard,3890
69032,314569,luxe,5997
69033,956707,standard,14725
69034,637427,standard,17120
69035,295579,econom,16996
69036,790299,luxe,10627
69037,296703,econom,7087
69038,625939,luxe,4527
69039,277959,luxe,17944
69040,506446,standard,10457
69041,337548,standard,5750
69042,517677,luxe,16640
69043,723885,econom,12792
69044,853830,luxe,19895
69045,232763,luxe,13450
69046,284237,econom,16991
69047,532221,luxe,17734
69048,307107,luxe,10941
69049,780021,luxe,1879
69050,896516,standard,5990
69051,581628,luxe,16322
69052,223488,luxe,7309
69053,874057,luxe,10992
69054,75156,econom,1138
69055,721814,econom,13568
69056,214474,luxe,13984
69057,907451,luxe,3199
69058,212179,luxe,15086
69059,588169,standard,18076
69060,7101,econom,7014
69061,514228,standard,1567
69062,164796,econom,6981
69063,818929,econom,6562
69064,712852,standard,16062
69065,275967,standard,3427
69066,241089,luxe,8292
69067,120409,econom,1416
69068,267672,econom,12139
69069,384048,luxe,12817
69070,478229,econom,4037
69071,436822,luxe,12860
69072,468814,standard,11303
69073,824246,luxe,14457
69074,912649,standard,9113
69075,712566,standard,8573
69076,791886,econom,15441
69077,6977,luxe,6227
69078,275229,luxe,9064
69079,953210,luxe,12234
69080,616502,luxe,13949
69081,606151,standard,11028
69082,996986,standard,11092
69083,578467,luxe,8405
69084,464417,luxe,13745
69085,8003,luxe,8417
69086,257426,luxe,1264
69087,777028,standard,11729
69088,675056,luxe,10677
69089,168785,standard,8907
69090,954827,standard,5451
69091,300922,luxe,16900
69092,120342,standard,16520
69093,118787,econom,16240
69094,19768,standard,1426
69095,288971,econom,6095
69096,755862,standard,10985
69097,809686,standard,15953
69098,968062,standard,11023
69099,931933,standard,2613
69100,563515,luxe,14639
69101,204497,econom,16723
69102,184115,luxe,19141
69103,360983,luxe,10152
69104,277982,standard,12100
69105,969274,luxe,5084
69106,471001,econom,17866
69107,391531,luxe,7740
69108,827336,standard,5275
69109,632789,luxe,15949
69110,34543,standard,7388
69111,282386,econom,16769
69112,292688,standard,4335
69113,714640,standard,13607
69114,847253,luxe,6971
69115,154414,econom,15384
69116,70761,luxe,10083
69117,992338,econom,10440
69118,34526,econom,16182
69119,415238,standard,9809
69120,685371,luxe,15010
69121,649814,econom,16290
69122,722435,luxe,7270
69123,612632,luxe,2880
69124,948234,econom,13076
69125,522718,standard,6378
69126,380815,standard,9210
69127,815460,econom,7207
69128,276248,luxe,12118
69129,844993,luxe,13023
69130,734317,luxe,9927
69131,542047,econom,12236
69132,970089,econom,18567
69133,834753,econom,8878
69134,260847,luxe,6813
69135,478759,econom,16692
69136,553183,econom,11888
69137,730702,standard,12974
69138,249059,luxe,9056
69139,157476,standard,13494
69140,950201,luxe,15864
69141,304207,standard,15363
69142,205162,luxe,4897
69143,314013,luxe,5526
69144,463287,luxe,11412
69145,40148,econom,6545
69146,96037,standard,7663
69147,771590,standard,13328
69148,211150,econom,10991
69149,437688,luxe,18778
69150,962764,econom,4817
69151,872376,luxe,15168
69152,410988,luxe,10850
69153,480384,econom,9556
69154,808156,standard,4368
69155,336100,luxe,5635
69156,656273,standard,5531
69157,130062,econom,3046
69158,526293,standard,9596
69159,375855,luxe,2307
69160,748224,econom,17198
69161,740290,luxe,15621
69162,54702,econom,19761
69163,541556,standard,18097
69164,493944,econom,19948
69165,207404,econom,5266
69166,381260,luxe,12068
69167,79695,econom,10731
69168,439322,econom,19422
69169,257186,standard,4995
69170,603083,luxe,9128
69171,367958,econom,3553
69172,937491,standard,4527
69173,8119,luxe,19822
69174,197574,standard,19517
69175,22593,econom,7776
69176,250943,luxe,13358
69177,976881,econom,5253
69178,848284,standard,14057
69179,481465,econom,15695
69180,338197,luxe,16245
69181,797903,luxe,2043
69182,129980,econom,12152
69183,202839,standard,15374
69184,263697,standard,14398
69185,442972,standard,12446
69186,846075,standard,13508
69187,167142,standard,5421
69188,518709,econom,5329
69189,378364,standard,11280
69190,16094,luxe,12073
69191,91820,standard,5567
69192,465519,econom,10624
69193,403374,standard,8397
69194,35989,luxe,3221
69195,183271,luxe,17262
69196,534554,luxe,5565
69197,912787,luxe,18714
69198,285194,econom,5457
69199,381187,luxe,15175
69200,943455,standard,18572
69201,21396,luxe,12953
69202,951325,econom,7975
69203,307565,standard,10390
69204,357123,econom,14871
69205,720675,standard,5780
69206,504831,luxe,8414
69207,99327,econom,15433
69208,616675,luxe,14439
69209,686255,econom,12458
69210,439559,luxe,4414
69211,721501,luxe,2353
69212,665277,standard,17790
69213,875283,econom,1237
69214,649866,standard,12582
69215,963766,standard,4493
69216,783080,luxe,10425
69217,989783,econom,3340
69218,270077,luxe,5639
69219,487956,standard,18197
69220,321057,luxe,4528
69221,976690,standard,15275
69222,680136,standard,14965
69223,768050,econom,5251
69224,843461,standard,10595
69225,780783,luxe,6696
69226,279777,luxe,17636
69227,810235,econom,4670
69228,737233,luxe,7675
69229,623720,econom,10447
69230,292744,standard,10128
69231,369756,luxe,6589
69232,541853,luxe,13137
69233,739302,standard,11915
69234,146006,standard,19046
69235,460133,econom,13385
69236,829727,standard,4498
69237,501743,luxe,6167
69238,797504,standard,2596
69239,355249,standard,8987
69240,264045,luxe,8915
69241,882408,econom,17015
69242,676853,standard,18268
69243,3451,standard,8299
69244,258311,standard,6663
69245,537932,luxe,2572
69246,200870,luxe,4167
69247,345285,econom,6461
69248,99198,standard,16946
